SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1329.25,1333,1314,1316.05,1314,1318.4,199,800,1057155,
500003,AEGIS LOGIS ,A ,Q,189.9,189.9,182.05,183.4,183,186.05,564,10230,1899725,
500008,AMAR RAJA BA,A ,Q,630,630,617.2,620.7,622.75,622.2,328,10706,6658915,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
502407,NATH PULP   ,X ,Q,57,57,55.65,55.65,55.65,55.65,2,113,6423,
502420,ORIENT PAPER,B ,Q,23.85,25.25,23.85,25,25,23.75,119,24930,617392,
502445,CITADEL     ,X ,Q,12.7,12.7,12.7,12.7,12.7,12.15,2,10,127,
502450,SESHA.PAPER ,B ,Q,168.3,171.5,166.65,169.6,168,166.45,19,423,71768,
502460,SOLID CONT. ,X ,Q,28.25,28.25,28.25,28.25,28.25,26.95,8,527,14887,
502587,RAMA PULP   ,X ,Q,58.05,59.85,58,59.85,59.85,59,4,202,11720,
502742,SINTEX IND. ,B ,Q,2.1,2.2,2.04,2.13,2.15,2.14,191,177016,370423,
502820,DCM LTD.    ,B ,Q,22.8,22.8,20.25,20.45,21.1,20.2,8,83,1726,
502865,FORBES & CO ,B ,Q,1683.9,1683.9,1631,1646.05,1649.95,1646.1,29,194,320322,
502873,H.P.COTTON  ,X ,Q,20.7,20.7,20.7,20.7,20.7,21.75,1,10,207,
502937,KESORAM IND ,B ,Q,53,53.05,49.8,49.85,49.95,52.45,316,24987,1269645,
502958,LAKSHMI MILL,X ,Q,1851,1900,1851,1900,1900,1859.3,6,28,52715,
502986,VARDH TEXT  ,A ,Q,885,885,865.3,869.6,874.3,869.5,228,754,657846,
503015,MODERN INDIA,X ,Q,71,71,71,71,71,70.5,1,50,3550,
503031,PENLAND LTD ,B ,Q,4.28,4.73,4.28,4.55,4.57,4.28,75,26512,119567,
503100,PHOENIX MILL,A ,Q,669.2,669.2,649.3,655.5,660.45,670.3,303,2141,1402653,
503101,MARATHON NEX,B ,Q,63.95,67.05,63.6,66.05,66.4,63.1,115,4766,312378,
503162,REL.CHEMOTX ,X ,Q,57.05,57.05,57.05,57.05,57.05,56.25,1,50,2852,
503169,RUBY MILLS  ,B ,Q,254,262.6,251.1,258.35,258,249.4,328,8092,2082909,
503310,SWAN ENG    ,A ,Q,109.1,111.85,109,110.25,110,111.35,1113,92510,10243259,
503349,VICTORIA MIL,X ,Q,1903,1918,1903,1917.65,1917,2089,4,9,17185,
503641,ZODIAC VEN  ,XT,Q,43.3,43.35,42.9,43,43,41.9,28,4159,179125,
503657,VEER ENERGY ,X ,Q,9.1,9.7,8.8,9.06,9.7,9.27,23,1502,13594,
503722,BANSW.SYNTEX,B ,Q,67,67,67,67,67,67,5,5,335,
503772,MODELLA WOOL,X ,Q,17.15,17.15,17.15,17.15,17.15,18.05,1,25,428,
503776,MODIPON     ,X ,Q,9.5,9.5,9.5,9.5,9.5,9.05,2,339,3220,
503804,SHRI DINESH ,X ,Q,112,112,111.65,111.75,111.75,112.1,6,335,37439,XD
503806,SRF LIMITED ,A ,Q,2744,2775,2727.95,2734.45,2734.45,2734.1,414,5299,14574784,
503811,SIYARAM SILK,B ,Q,196,205,196,204,204,196.9,24,346,69827,
503837,SHREE RAJSYN,X ,Q,8.6,8.6,8.6,8.6,8.6,8.5,1,25,215,
503960,BHARAT BIJLE,B ,Q,869,883.25,849.5,853.85,851.5,863.85,167,958,827271,
504000,ELPRO INTER ,X ,Q,47,50.75,46.75,50.05,50,47.65,127,420329,21101442,
504008,EMCO LTD.   ,T ,Q,1.3,1.3,1.19,1.19,1.19,1.25,6,3698,4737,
504028,GEE LTD     ,X ,Q,25.4,25.9,25.4,25.6,25.6,23.7,6,260,6628,
504036,HIND.RECT   ,B ,Q,121.4,125.1,121.15,124,123,120.8,68,1456,180043,
504058,NIPPOBATRY  ,B ,Q,472,482.9,472,480,480.45,465.75,41,201,96477,
504067,ZENSAR TECH.,A ,Q,219,219,214.55,215.95,214.55,219.6,119,702,152430,
504076,JYOTI LTD.  ,XT,Q,6.21,6.21,6.21,6.21,6.21,6.5,1,1,6,
504084,KAYCEE IND  ,X ,Q,3440,3440,3440,3440,3440,3440,1,28,96320,
504092,INDOKEM LTD.,X ,Q,6.33,6.33,5.75,6.33,6.33,6.03,7,502,2916,
504093,PANA ENERG  ,X ,Q,160,160,156.15,158.05,158,161,22,421,66465,
504112,NELCO LTD.  ,B ,Q,210,212.45,208.3,209.55,208.8,209.3,326,3658,769485,
504132,PERM MAGNETS,X ,Q,91,98,87.5,95.7,96,91.2,94,5195,482276,
504176,HIGH ENERGY ,X ,Q,215.1,240,214.65,237.9,238,221.35,26,434,97836,
504180,STD.BATTERY ,X ,Q,1.98,1.98,1.98,1.98,1.98,1.9,3,3010,5959,
504212,UNIV.CABLE  ,B ,Q,144.5,145,143.1,143.5,143.1,143.15,18,54,7781,
504220,W.S.INDUSTR.,T ,Q,0.7,0.71,0.7,0.7,0.71,0.68,6,6350,4463,
504258,LAKSHMI ELEC,X ,Q,318.45,318.45,306.1,309.45,314,307.45,27,322,100044,
504335,PAZEL       ,X ,Q,1.4,1.4,1.38,1.38,1.38,1.29,3,35002,48302,
504340,CONFINT     ,XT,Q,0.67,0.67,0.65,0.65,0.65,0.66,35,194000,128180,
504351,EMPOWER     ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,5000,950,
504392,KRISHNA VEN ,XT,Q,16.25,16.25,14.75,14.75,14.75,15.5,4,450,6712,
504605,UNI ABEX    ,X ,Q,509,509,509,509,509,494,1,126,64134,
504614,SARDA ENMIN ,B ,Q,147.2,154.05,147.2,150.2,150.2,149.4,147,8495,1278038,
504646,BHAGWATI AUT,X ,Q,103,103,103,103,103,108.3,1,100,10300,
504741,IND.HUME PIP,B ,Q,247.5,247.5,243.15,245.35,245.35,244.35,7,145,35414,
504786,INVEST &PREC,X ,Q,141,149.8,137.5,143.85,148,141.1,13,619,87988,
504810,INFORMEDTEC ,X ,Q,23,23,23,23,23,24,1,2,46,
504840,KAIRA CAN CO,X ,Q,900,900,854,854,854,857.75,3,6,5170,
504879,ORIENT ABRAS,B ,Q,17.1,17.1,16.75,17,17.05,16.65,5,89,1516,
504908,DUNCANENG   ,X ,Q,92.45,92.45,84.25,92.45,92.45,88.05,9,284,26050,
504918,SANDUR MANG.,X ,Q,655,655,642.2,646,644.05,643.1,141,1921,1243469,
504959,STOVAC IND. ,X ,Q,1576.05,1614,1568.5,1585.6,1568.5,1579.65,20,95,149975,
504961,TATA YODOGAW,X ,Q,22.95,23,22.5,23,23,22.45,22,1264,28760,
504966,TINPLATE    ,B ,Q,102,106.55,101.05,102.7,102.7,98.05,1790,115622,12017012,
504973,CHOLAHLDNG  ,A ,Q,440.8,444.75,432.25,443.55,443.55,437.55,51,287,127033,
504988,WELCAST     ,X ,Q,454,457,454,457,457,451.1,2,5,2282,
505010,AUTO AXLES  ,B ,Q,820,835.25,812,824.65,835.25,818.45,75,1169,962842,
505029,ATLAS CYCLES,T ,Q,39.5,42.2,39.5,41.45,40,40.2,15,863,35561,
505036,AUTO COR.GOA,X ,Q,485,485,475,475.95,475,484.8,10,350,167473,
505075,SETCO AUTO  ,B ,Q,15.45,15.8,15.4,15.65,15.65,15.55,25,4109,64252,
505141,SCOOTERS IND,T ,Q,21.9,22.7,21.9,22.7,22.7,21.9,4,408,9258,
505160,TALBROS AUTO,B ,Q,108.9,108.95,107,107.9,107.9,106.3,14,458,49265,
505163,ZF STEERING ,X ,Q,409,409,389,400.85,400.85,397.55,95,1473,585942,
505192,SMLISUZU    ,B ,Q,609,626,605.35,613.05,605.35,597.4,110,603,372502,
505196,TIL LTD.    ,B ,Q,177.35,188,177.35,180.95,181.9,182,41,352,63828,
505200,EICHER MOTOR,A ,Q,15824,15874.7,15560.6,15745.95,15745.95,15633.6,1197,3286,51684816,
505216,ALFRED HERB ,X ,Q,570,570,539.35,564.5,564.5,563.35,7,68,36915,
505230,CIMMCO      ,B ,Q,18.5,18.5,18.5,18.5,18.5,18.95,2,31,573,
505232,VELJAN      ,X ,Q,625.15,625.15,625,625,625,625.1,7,84,52502,
505242,DYNAMAT.TECH,B ,Q,1097,1097,1086,1087.7,1086,1100.9,7,7,7614,
505255,GMM PFAUDLER,B ,Q,1405,1436,1402,1403,1402,1412,120,692,980071,
505283,KIRLOSAR PN ,B ,Q,155,159,150.35,154.15,150.35,154.6,45,3324,513105,
505302,LAXMI AUTOLM,X ,Q,24,24,23.8,23.8,23.8,25,2,99,2357,
505324,MANUGRAPH IN,B ,Q,13.5,13.58,13.5,13.58,13.58,12.75,2,2,27,
505355,NESCO LTD   ,B ,Q,529.05,532.9,527,528.85,527,526.55,62,453,239728,
505358,INTEGRA ENG ,X ,Q,40.15,40.95,38.65,40.25,40.1,40.15,131,9050,363446,
505368,REVATHI EQU.,B ,Q,357,361.7,350.3,353.4,353.4,335.05,6,16,5751,
505400,TEXINFRA    ,B ,Q,35,36.55,35,36.1,36.05,34.3,19,13188,475328,
505412,WENDT(INDIA),B ,Q,2298,2298,2298,2298,2298,2315,5,5,11490,
505506,AXONVL      ,X ,Q,0.57,0.57,0.57,0.57,0.57,0.58,1,1,0,
505509,RESPON IND  ,B ,Q,92.75,94,92.1,93.45,93.45,93.65,427,153139,14241688,
505526,DOLAT INV.  ,B ,Q,38.75,38.75,38.25,38.25,38.25,38.1,25,1947,74945,
505533,WESTLIFE DEV,A ,Q,276.25,284.5,275,277.05,275.1,276.1,283,2689,754775,
505537,ZEE ENTER   ,A ,Q,355.4,363.15,354.65,360.6,360.8,355.4,3390,149263,53570438,
505590,SVPGLOB     ,X ,Q,370,370,362,362,362,365,7,250,91890,
505650,SKYL MILLAR ,XT,Q,3.27,3.27,3.27,3.27,3.27,3.12,10,12077,39491,
505681,BIMETAL BEAR,X ,Q,319.95,319.95,306,306,306,305,26,27,8294,
505688,BHARAT GEARS,B ,Q,61.95,63.9,61.8,61.95,62.2,62,28,935,58978,
505700,ELECON ENG  ,B ,Q,32,33.25,32,33.25,33.25,30.25,26,4924,161973,
505710,GRAUER& WEIL,B ,Q,48.4,50.9,48.25,49.75,50.35,48.4,138,23051,1133563,
505711,GAJRA BEVEL ,XT,Q,0.71,0.71,0.66,0.71,0.71,0.69,9,4008,2833,
505712,HIMTEK      ,X ,Q,43.6,47.75,43.6,47.35,47.7,44.45,38,2825,129471,
505714,GABRIEL(I)  ,B ,Q,104.5,104.75,103.7,104.35,104,104.2,67,2163,225499,
505720,HERC.HOISTS ,B ,Q,79.95,80.35,79,79.75,80,77,29,982,77964,
505725,HIND.EVEREST,X ,Q,66.9,66.9,66.9,66.9,66.9,66.95,1,10,669,
505726,IFB IND.LTD.,B ,Q,709,712.6,689,701.15,699.6,704.75,107,589,413435,
505729,SINGER INDIA,X ,Q,31,31,29.4,29.65,30.4,30.9,105,19894,595702,
505737,INTER.COMBUS,X ,Q,141,145,138.8,140.5,138.8,144,97,2457,348707,
505744,FED MOG GOE ,B ,Q,530,538.8,524,537.25,538.8,521.95,21,91,48696,
505750,JOSTS ENG.  ,X ,Q,501,501,500,500,500,500,3,9,4508,
505790,SCHAEFFLER  ,A ,Q,4004.75,4050,3990.65,4019.45,4050,3970,11,23,92269,
505800,RANE HOLDIN ,B ,Q,921.25,969,920.9,946,944.35,925,16,125,117878,
505827,SNL BEARINGS,X ,Q,209,210,209,209.1,210,210,3,624,130467,
505840,JAIPAN INDUS,X ,Q,12.55,12.55,12.4,12.4,12.4,12.1,5,15,187,
505850,MANCREDIT   ,X ,Q,44,44.85,44,44.6,44.6,44.5,125,25589,1139860,
505854,TRF LTD.    ,B ,Q,82.05,83.75,81.5,81.65,81.65,81.55,73,3774,311991,
505872,WPIL LTD.   ,X ,Q,588.4,590,571.6,580.05,580.05,586.65,79,2041,1192098,
505890,KENNAMETAL  ,B ,Q,998,998,962.4,987.15,986,992.45,163,1299,1274318,
505978,TRITON VALVE,X ,Q,781.15,823,781,800.4,801.05,805.2,27,260,206192,
506022,PRAKASH IND.,B ,Q,46,48.5,45.8,48.3,48.05,45.95,364,40644,1938163,
506074,ARSHIYA     ,B ,Q,18.15,19.5,16.3,19.45,19.3,18.5,50,27495,524966,
506076,GRIND NORTON,A ,Q,551,562,548,556.1,548,552.25,164,314,174834,
506079,LAKSHMI PREC,Z ,Q,8.08,8.08,8.08,8.08,8.08,8.5,3,250,2020,
506105,STANROSE MAF,X ,Q,79,86.8,78.15,85.55,86.8,79.05,7,100,8047,
506109,GENESYS INT.,B ,Q,79.5,79.5,77.3,77.3,77.3,78.4,41,1657,130010,
506122,PANKAJPIYUS ,XT,Q,27.25,27.25,27.2,27.2,27.2,28.6,3,145,3947,
506128,PARNAXLAB   ,X ,Q,26,26,26,26,26,27.45,2,266,6916,
506146,VISAGAR POL ,T ,Q,0.21,0.22,0.2,0.2,0.2,0.21,11,25000,5305,
506159,ASISL       ,XT,Q,6.9,6.9,6.9,6.9,6.9,7.26,1,1,6,
506184,KANANI IND  ,B ,Q,3.56,3.56,3.56,3.56,3.56,3.95,1,1,3,
506194,ARIH SUPER  ,B ,Q,30.3,31.45,29,30.1,30.1,30.5,35,1701,49797,
506197,BLISSGVS PH ,B ,Q,106.95,107.25,104.9,106.35,107.2,105.7,268,29953,3180248,
506222,INEOSSTYRO  ,B ,Q,610,630.85,609,623.85,623.85,608,300,962,595052,
506235,ALEMBIC LTD.,T ,Q,40.7,41.35,38.2,39.55,39.55,39.4,180,33398,1351194,
506248,AMINES&PLAST,X ,Q,30,30.25,29.65,30.25,30.25,30,18,1545,46550,
506260,ANUH PHARMA ,X ,Q,133.45,137.55,128.6,131.25,131.25,128.35,180,6772,906197,
506261,MODISON MET.,X ,Q,33.95,33.95,33.85,33.9,33.9,33.95,8,66,2237,
506285,BAYER CROP  ,A ,Q,3126.9,3149.2,3082.5,3125.15,3149.2,3118.15,36,73,227146,
506390,CLARI CHEM  ,B ,Q,297,300.9,297,300,300,298.05,19,1679,503472,
506395,COROM INTER ,A ,Q,384,385.6,380.5,380.65,380.6,380,80,1057,403768,
506401,DEEPAK NITR.,A ,Q,270.65,276,269.7,274.35,274.5,271.6,612,10873,2971008,
506405,DHARAMSI CHM,X ,Q,124.15,126.8,121.1,125.1,125.6,120.95,131,3205,399512,
506414,DIL LTD     ,X ,Q,900,925,877,887.1,881.15,903.9,327,3950,3519979,
506480,GOCLCORP    ,B ,Q,276.1,316,276.1,311.3,316,280.95,584,6633,2047844,
506520,JAYSHRI CHEM,XT,Q,5.09,5.09,4.71,4.71,4.71,4.95,14,3310,15759,
506522,JL MORISON  ,X ,Q,1371.05,1428,1320,1428,1428,1371,6,24,32520,
506525,KANORIA CHEM,B ,Q,38.45,39.75,38.15,39.35,39.35,38.35,8,1555,59689,
506528,KELTECH EN. ,X ,Q,605,620,600,619.75,620,599.9,14,140,84597,
506532,NITTA GELA  ,X ,Q,93,99.9,92.55,98.95,98.95,95.05,12,449,42082,
506543,M.P.AGRO IND,XT,Q,2.58,2.58,2.58,2.58,2.58,2.63,1,59,152,
506579,ORIENT.CARB.,B ,Q,1020,1022.1,1005,1013.6,1013.6,1017.3,26,172,174088,
506590,PHIL.CARBON ,A ,Q,111,113.55,108.25,109.35,109,110,757,52591,5865432,
506597,AMAL PRODUCT,X ,Q,109,115.1,108.95,111.5,111.5,113.45,19,924,101950,
506605,POLYCHEM    ,X ,Q,320,320,291.65,295,295,307,5,26,7692,
506618,PUN.CHEM    ,B ,Q,550,560.2,541,542.2,542.2,541.95,24,128,69806,
506642,SADHANA NITR,X ,Q,106.1,111.45,106.1,111,111,106.15,110,18136,2010595,
506655,SUDARSH.CHEM,A ,Q,318,320.75,318,319.1,319.1,315.15,11,89,28400,
506685,ULTRAMARINE ,X ,Q,191.35,194.05,187.45,193.5,193.5,185.8,1312,9787,1879179,
506687,TRANSPEK    ,X ,Q,1246.9,1246.9,1218.05,1224.15,1220,1223.75,69,1002,1229869,
506690,UNICHEM LAB ,B ,Q,173.7,173.7,169.4,169.95,169.65,171.55,305,23742,4083585,
506734,MYS PETRO   ,X ,Q,45.35,49.95,45.35,49.95,49.95,48.1,12,523,25390,
506767,ALKYL AMINES,B ,Q,783.6,783.6,762.1,765.4,765.3,777.45,41,514,397258,
506820,ASTRAZEN.PH.,A ,Q,1876.5,2011,1821.55,1992.55,1992.55,1863.65,621,2019,3933801,
506852,PUN.ALKALI  ,X ,Q,52.45,52.45,49.55,50.1,50.1,49.75,23,2065,103659,
506854,TANFAC IND. ,X ,Q,132,135,129,130.6,130.6,133.35,95,11934,1571183,
506863,SWADESHI IND,XT,Q,0.41,0.45,0.41,0.43,0.45,0.43,15,792,327,
506879,GUJ.THEMIS. ,X ,Q,36.75,38.65,36.75,37.25,37.25,36.55,75,1010,37826,
506910,JAYSN DYEST ,X ,Q,47.7,47.7,47.7,47.7,47.7,50.15,1,300,14310,
506919,MAKERS LAB. ,X ,Q,38,38,36.05,36.15,36.15,36,15,2743,100065,
506943,J.B.CHEMICAL,B ,Q,380.95,384.45,376.6,379.5,380.9,376.55,149,1363,516428,
506981,BL.CHIP TEX ,X ,Q,74.05,85.85,74.05,83.85,84.1,80,8,159,13306,
507155,JAGATJIT IND,XT,Q,23.25,24,23.25,24,24,23,2,102,2373,
507180,KESAR ENT.  ,T ,Q,26.75,28.25,26.7,28.25,28.25,27,4,104,2784,
507205,TILAKNAG IND,B ,Q,12.45,13.1,12.35,12.6,12.6,12.48,13,2000,25113,
507300,RAVALGAON   ,XT,Q,1730,1730,1720.45,1720.45,1720.45,1811,2,2,3450,
507315,SAKTHI SUGAR,B ,Q,8.45,8.85,8.45,8.7,8.7,8.44,40,15730,134940,
507410,WALCHANDNGR ,B ,Q,53.55,55.35,53.55,54.45,54.5,53.65,274,15374,841077,
507435,KHOD.INDIA  ,XT,Q,66.15,66.15,61.55,66,61.55,63.05,4,155,10230,
507438,IFB AGRO    ,B ,Q,350,355.75,325.6,333.2,333.2,344.05,141,952,329188,
507442,DHARANI SUG ,B ,Q,13.04,13.04,12.76,13.04,13.04,11.86,119,38884,503508,
507450,THIRU A.SUG.,Z ,Q,4.22,4.22,4.16,4.16,4.16,4.37,7,287,1198,
507488,G.M.BREWERI ,B ,Q,355.2,365,355.2,358.95,359.45,349.4,49,608,218774,
507490,RANA SUGARS ,B ,Q,2.35,2.43,2.35,2.4,2.43,2.34,46,69578,167034,
507498,PICCADILY SU,X ,Q,5.97,5.98,5.61,5.98,5.98,5.7,10,1340,7988,
507508,RIGA SUGAR  ,XT,Q,6.65,6.65,6.65,6.65,6.65,6.35,2,2000,13300,
507514,SOM DISTILL.,T ,Q,120,120.8,118.5,119.2,119.2,119.8,60,1298,155259,
507525,AMRIT CORP  ,X ,Q,530,530,530,530,530,521.2,1,1,530,
507526,ASSO.ALCOHOL,X ,Q,182.5,184.9,178,183.65,184,178.9,92,2507,455374,XD
507552,FOODS & INNS,X ,Q,43.1,44.4,43.1,43.85,44,43.1,70,5048,221117,
507598,KLRFM       ,X ,Q,28.5,28.5,28.5,28.5,28.5,29.4,2,10,285,
507621,MILKFOOD    ,X ,Q,320,338.65,284.1,296.75,304.8,301,31,552,163866,
507645,POLSON LTD. ,X ,Q,7925,7925,7900,7915.05,7915,7940,5,5,39580,
507685,WIPRO LTD.  ,A ,Q,259.2,259.25,254.6,255.55,255.55,256.1,2769,203550,52240504,
507690,ORIENT BEVER,X ,Q,63,66,63,63,63,66,3,110,6960,
507717,DHAN AGRI   ,B ,Q,317.85,318.8,310.95,317.1,316.7,310.45,124,514,162450,
507747,TTK HEALTHCA,B ,Q,458,470,452.2,452.2,452.2,457.2,6,70,31830,
507753,TGVSL       ,X ,Q,23,23.75,22.6,22.85,22.85,22.6,245,47415,1098244,
507779,KANPUR PLAST,X ,Q,70,73.9,69.8,71.45,71,69.95,57,2974,212956,
507785,TAINWALA CH.,B ,Q,44,48,44,47.55,47,44.1,13,394,18131,
507789,JAGSON PHAR ,B ,Q,21.2,23.5,21.2,22.75,22.75,23,19,694,15635,
507794,KHAITAN CHEM,X ,Q,5.56,6.48,5.56,6.01,6,6.03,24,25293,151602,
507815,GILLETTE (I),A ,Q,7225,7235,7104.45,7132.75,7130,7239.15,115,217,1555197,
507828,ANSALHSG    ,B ,Q,4.59,4.93,4.41,4.93,4.93,4.49,129,25412,123883,
507836,MAC CHARLES ,X ,Q,373.75,380,365,368.6,368.6,379.4,13,811,298949,
507864,PION INVEST ,X ,Q,39,39,37,37.05,37.05,37,9,2403,89008,
507872,ASHNOOR TEX.,XT,Q,12.36,12.36,12.36,12.36,12.36,11.78,1,337,4165,
507878,UNITECH LTD ,B ,Q,0.68,0.7,0.66,0.69,0.69,0.68,380205,1002570,680839,
507880,VIP INDUS.  ,A ,Q,405.85,412.75,395.5,398.8,395.5,405.1,1978,16997,6833637,
507910,FIBERWB IN  ,X ,Q,14.6,14.6,13.7,14.2,14.1,13.99,75,21243,300210,
507912,LKP FIN     ,X ,Q,60,60.4,60,60.4,60.4,55.1,2,2,120,
507960,GUJ.HOTELS  ,X ,Q,101,104.9,101,102,102,100.15,10,940,97402,
507970,PARA. COSMET,X ,Q,12.4,12.4,12.4,12.4,12.4,11.83,1,60,744,
507981,JINDAL HOTL ,X ,Q,30.05,32,30,30.6,30,31.75,6,18,544,
507998,SIMMONDS-MAR,X ,Q,46,48,46,48,48,47.25,17,502,23834,XD
508136,BNALTD      ,X ,Q,126.35,126.5,120,120,120,120.55,7,355,43985,
508486,HAWKINS COOK,B ,Q,2919,2990,2915,2941.4,2970,2918.15,140,869,2561924,
508494,WARREN TEA  ,X ,Q,42.55,44.9,41.95,44,42,44.85,29,2615,112104,
508664,BEST E.HOTEL,XT,Q,8.82,8.82,8.82,8.82,8.82,9,1,100,882,
508814,COSMO FILMS ,B ,Q,212.5,213.25,212.15,212.4,212.3,209.8,20,194,41237,
508869,APOLLO HOSP.,A ,Q,1498.75,1502.95,1488.55,1496.55,1496.9,1497.2,591,18211,27218463,
508906,EVEREST INDS,B ,Q,290.55,294.5,287,291.1,291.6,290.05,256,6834,1987517,
508922,MSR INDIA   ,X ,Q,7.99,8.69,7.24,7.25,7.25,7.5,16,4210,30533,
508933,AYMSYNTEX   ,B ,Q,33.5,33.9,30.25,32.2,32.85,31.55,24,518,17154,
508941,PANASON CAR ,X ,Q,290.15,300,289,297.05,297.05,290.8,58,1557,462584,
508954,FINKURVE    ,XT,Q,50,52,47.35,52,52,49.8,6,16000,829677,
508963,STERL.GUARA.,XT,Q,8.6,8.6,8.6,8.6,8.6,8.71,4,5,43,
508989,NAVNETEDUL  ,B ,Q,98.85,99.75,98.55,98.7,98.55,98.55,10,533,52752,
509009,AUSOM ENT   ,B ,Q,33.95,33.95,30,30,30,31.3,7,9,283,
509040,NETLINK SOLU,X ,Q,9.4,9.4,9.4,9.4,9.4,9.1,1,100,940,
509048,LANCOR HOLDS,X ,Q,8.8,8.8,7.8,7.8,7.8,7.71,4,102,801,
509051,INDIAN INFO.,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,5200,988,
509053,BANAS FIN.  ,XT,Q,7.35,7.35,7.35,7.35,7.35,7,1,1,7,
509055,VISAKA IND. ,B ,Q,293.15,293.15,285.2,288.2,288.2,291.85,122,676,195665,
509077,PRESSMN     ,B ,Q,19.8,20.4,19.5,19.65,19.5,19.85,135,2463,48613,
509079,GUFIC BIO SC,B ,Q,64.95,68.1,64.55,66.65,67.5,64.5,608,19714,1294071,
509148,GOVIND RUBB.,Z ,Q,1.64,1.64,1.64,1.64,1.64,1.72,8,10275,16851,
509162,INDAG RUBBER,X ,Q,71.8,74.9,70.7,73.35,70.9,71.8,18,476,34398,
509196,M.M.RUBBER  ,XT,Q,51.5,56.7,51.3,56.65,56.65,54,24,881,49358,
509243,TVS SRICHAKR,B ,Q,1740,1757.95,1740,1749.8,1749.8,1702.95,61,127,222057,
509423,SEL         ,XT,Q,14.43,14.43,14.43,14.43,14.43,13.75,8,593,8556,
509438,BENARES HOT ,XT,Q,1399,1400,1399,1400,1400,1356.15,2,5,6996,
509470,BOMOXY-B1   ,X ,Q,15450.8,15450.8,15450.8,15450.8,15450.8,16263.95,1,1,15450,
509480,BERGE PAINT ,A ,Q,364.7,365.45,360.7,361.6,362.45,359.8,847,64142,23234257,
509486,CAPRIHANS   ,X ,Q,48.95,48.95,46,48.6,48.95,46.45,41,2450,117585,
509488,GRAPHITE IN.,A ,Q,268.9,278.85,268.6,270.3,270.3,266.85,3609,183068,50083955,
509496,ITDCEM      ,B ,Q,68.35,68.5,67.4,67.85,67.5,67.25,31,1643,111808,
509525,EMPIRE IND. ,X ,Q,747,759.8,736.4,758.9,739,754.95,21,210,157115,
509546,GRAVISS HOSP,X ,Q,15.4,15.4,15.4,15.4,15.4,16.21,1,2,30,
509557,GARFIBRES   ,B ,Q,1094.4,1095,1040.05,1053.35,1056,1065.1,792,10360,10969883,
509567,GOA CARBON  ,B ,Q,215.15,229.9,215.15,223.1,223.1,215.15,1206,28051,6271639,
509631,HEG LIMITED ,A ,Q,980.5,1035,980.5,1011.05,1008.7,975.05,4605,64991,66042077,
509635,HIND.COMPOSI,B ,Q,178.35,178.35,174,175,175,169.9,51,259,45297,
509675,HIL         ,B ,Q,1109.85,1121.75,1104.3,1109.65,1115.7,1109.85,84,187,208199,
509692,IND.CARD    ,B ,Q,117,120,117,119.95,120,116.3,16,140,16424,
509709,INT.CONVEYOR,X ,Q,25.95,25.95,24.6,25.25,25.95,25.95,40,27460,693762,
509715,JAYSHRE TEA ,B ,Q,48.1,48.85,47.6,47.85,48,47.65,118,7628,369047,
509820,PAPERPROD   ,B ,Q,213.2,216,205.75,208.5,206.95,208.6,153,1187,251674,
509835,PREMIER SYN.,X ,Q,15.2,15.2,15.2,15.2,15.2,15.5,2,2,30,
509874,SHALIMAR PAI,B ,Q,71.65,75,71.65,72.3,72.55,73.45,50,1706,125618,
509895,HIND MILLS  ,XT,Q,181.05,181.05,181.05,181.05,181.05,189.55,1,1,181,
509930,SUPREM IND  ,A ,Q,1093.2,1097.95,1079.05,1096.85,1097,1094.9,84,439,478901,
509966,VST INDUS.  ,A ,Q,3473.85,3559.2,3473.85,3530.85,3538,3487.35,108,359,1262978,
510245,SWASTI VINAY,X ,Q,3.3,3.41,3.18,3.38,3.4,3.3,22,4932,16257,
511012,YAMINI INVES,XT,Q,0.21,0.21,0.19,0.2,0.2,0.2,7,7123,1369,
511034,JINDAL DRILL,B ,Q,80,82.5,77.1,81,81,80.5,436,18743,1504533,
511066,SAKTHI FIN. ,X ,Q,15.74,15.74,15.5,15.74,15.74,15.49,3,104,1632,
511072,DEWAN H.FIN.,A ,Q,48,48.6,46.8,47.6,47.6,47.15,4627,1181746,56298221,
511076,SAT IND LTD ,XT,Q,22.95,22.95,22.95,22.95,22.95,22.9,21,2500,57375,XD
511108,SHIVA TEXYAM,B ,Q,102.05,103.7,101,103.7,103.7,102.75,6,69,7032,
